min,cdn,p2p,bitrate,isp,value,cnt
1582007700,5,0,6000,移动,0,17
1582007700,3,0,2500,海外,2,8
1582007700,5,1,6000,电信,8,121
1582007700,3,1,2500,电信,37,2298
1582007700,5,1,500,小运营商,0,6
1582007700,3,0,2500,联通,17,169
1582007700,3,1,500,海外,2,16
1582007700,3,0,6000,联通,0,62
1582007700,5,1,500,电信,2,74
1582007700,3,1,4500,海外,1,35
1582007700,5,1,500,联通,0,41
1582007700,5,1,6000,海外,0,3
1582007700,7,0,0,移动,0,1
1582007700,5,1,2500,移动,17,417
1582007700,3,0,0,移动,1,190
1582007700,7,1,0,电信,0,2
1582007700,5,1,4500,电信,11,453
1582007700,5,0,2500,电信,7,50
1582007700,3,1,500,电信,13,368
1582007700,3,0,2500,小运营商,3,17
1582007700,3,1,2500,联通,21,1057
1582007700,3,0,-1,移动,0,1
1582007700,5,0,2500,移动,3,53
1582007700,5,0,2500,联通,4,642
1582007700,5,1,500,海外,0,4
1582007700,3,0,6000,移动,3,84
1582007700,3,0,0,联通,0,79
1582007700,3,0,0,小运营商,0,3
1582007700,3,0,500,移动,7,71
1582007700,3,1,6000,电信,12,813
1582007700,5,0,4500,联通,1,27
1582007700,5,0,6000,联通,0,24
1582007700,5,1,4500,海外,0,3
1582007700,5,1,2500,海外,0,13
1582007700,5,1,4500,移动,13,372
1582007700,3,0,500,联通,5,55
1582007700,3,0,2500,未知,0,3
1582007700,3,1,0,移动,0,1
1582007700,5,0,0,联通,0,26
1582007700,5,1,4500,小运营商,0,29
1582007700,3,0,500,电信,5,105
1582007700,5,1,2500,小运营商,1,26
1582007700,3,1,6000,移动,9,492
1582007700,3,0,2500,电信,29,322
1582007700,3,0,4500,海外,1,11
1582007700,5,1,0,电信,0,1
1582007700,5,1,4500,联通,6,261
1582007700,5,0,0,电信,0,30
1582007700,7,0,2500,移动,0,1
1582007700,3,0,4500,小运营商,0,26
1582007700,3,1,500,移动,6,681
1582007700,5,1,6000,移动,1,62
1582007700,5,0,6000,电信,0,18
1582007700,3,0,6000,电信,0,105
1582007700,3,1,2500,移动,62,2531
1582007700,3,0,2500,移动,32,272
1582007700,3,1,6000,教育网,0,2
1582007700,3,1,4500,联通,18,1087
1582007700,3,0,4500,移动,3,172
1582007700,3,0,500,小运营商,0,3
1582007700,3,0,500,海外,2,9
1582007700,5,0,4500,电信,0,12
1582007700,3,1,6000,海外,0,2
1582007700,3,1,500,联通,1,220
1582007700,3,0,4500,电信,3,250
1582007700,5,0,500,联通,1,146
1582007700,5,0,0,移动,0,9
1582007700,3,1,4500,小运营商,0,139
1582007700,5,0,500,电信,0,22
1582007700,5,0,4500,移动,0,18
1582007700,3,0,4500,联通,5,129
1582007700,3,1,500,未知,0,10
1582007700,255,2,0,联通,0,2
1582007700,5,1,0,移动,0,1
1582007700,5,1,6000,小运营商,0,9
1582007700,3,1,2500,海外,0,83
1582007700,3,1,6000,联通,4,358
1582007700,5,1,2500,电信,13,464
1582007700,3,1,2500,未知,0,13
1582007700,5,1,2500,联通,5,252
1582007700,255,2,0,移动,0,3
1582007700,3,0,6000,小运营商,0,5
1582007700,5,1,6000,联通,0,51
1582007700,3,1,4500,移动,34,1968
1582007700,255,2,0,电信,0,3
1582007700,3,1,6000,小运营商,0,22
1582007700,5,1,500,移动,6,189
1582007700,3,0,6000,海外,0,1
1582007760,3,1,4500,移动,25,2138
1582007760,3,1,4500,电信,41,2934
1582007760,3,0,-1,电信,0,1
1582007760,5,0,6000,联通,0,24
1582007760,3,1,6000,联通,4,379
1582007760,5,1,6000,海外,0,3
1582007760,5,1,6000,联通,0,53
1582007760,3,0,2500,海外,2,9
1582007760,5,1,2500,联通,4,260
1582007760,3,0,500,联通,5,54
1582007760,3,1,6000,海外,1,1
1582007760,3,0,4500,移动,3,185
1582007760,3,1,6000,教育网,1,2
1582007760,5,1,2500,小运营商,1,32
1582007760,3,1,500,海外,2,20
1582007760,5,0,0,电信,0,30
1582007760,3,0,500,移动,7,75
1582007760,3,1,2500,联通,46,1101
1582007760,3,1,6000,电信,15,834
1582007760,3,1,500,联通,4,231
1582007760,3,0,0,移动,5,212
1582007760,3,0,6000,电信,0,112
1582007760,3,0,2500,联通,17,171
1582007760,3,0,6000,联通,1,62
1582007760,5,0,0,移动,1,12
1582007760,3,0,4500,电信,4,258
1582007760,5,1,2500,海外,1,10
1582007760,3,1,500,移动,9,719
1582007760,5,0,4500,移动,0,18
1582007760,6,0,0,电信,0,1
1582007760,255,2,0,移动,0,2
1582007760,3,0,500,海外,0,9
1582007760,255,2,0,电信,0,3
1582007760,3,1,2500,小运营商,6,142
1582007760,5,1,4500,移动,13,383
1582007760,5,0,2500,联通,5,707
1582007760,3,1,2500,海外,1,88
1582007760,3,0,6000,海外,0,2
1582007760,3,0,2500,小运营商,1,16
1582007760,3,1,6000,小运营商,0,17
1582007760,3,0,4500,联通,1,133
1582007760,5,1,500,小运营商,0,7
1582007760,5,0,4500,联通,1,33
1582007760,5,1,4500,小运营商,0,25
1582007760,3,1,500,小运营商,1,27
1582007760,3,0,0,联通,0,83
1582007760,7,1,2500,电信,0,1
1582007760,255,2,0,联通,0,3
1582007760,5,0,4500,电信,0,12
1582007760,5,0,6000,移动,0,17
1582007760,5,0,500,移动,0,32
1582007760,5,0,500,电信,0,21
1582007760,3,1,500,未知,0,9
1582007760,3,0,6000,小运营商,0,5
1582007760,5,1,6000,移动,0,63
1582007760,5,1,500,移动,5,192
1582007760,5,1,4500,海外,0,3
1582007760,5,0,0,联通,0,28
1582007760,5,1,4500,联通,3,267
1582007760,3,1,4500,联通,13,1112
1582007760,7,1,0,移动,0,1
1582007760,3,1,4500,海外,0,38
1582007760,5,1,2500,电信,9,450
1582007760,3,0,2500,未知,1,3
1582007760,3,1,2500,电信,52,2387
1582007760,3,1,2500,移动,77,2773
1582007760,5,1,500,联通,0,41
1582007760,7,0,500,移动,0,1
1582007760,3,0,500,小运营商,0,3
1582007760,3,0,2500,移动,22,295
1582007760,5,0,2500,移动,2,56
1582007760,3,0,0,电信,3,269
1582007760,5,0,500,联通,1,158
1582007760,5,1,500,电信,5,69
1582007760,5,0,2500,电信,9,64
1582007760,5,0,6000,电信,0,18
1582007760,3,1,4500,未知,0,2
1582007760,3,0,4500,小运营商,0,23
1582007760,5,1,4500,电信,11,477
1582007760,3,0,2500,电信,30,336
1582007760,5,1,6000,小运营商,0,11
1582007760,3,0,500,电信,6,101
1582007760,3,1,6000,移动,6,522
1582007760,7,1,0,海外,0,1
1582007760,3,0,6000,移动,2,84
1582007760,5,1,2500,移动,10,421
1582007760,3,1,2500,未知,0,15
1582007760,3,1,4500,小运营商,2,139
1582007760,5,1,6000,电信,5,115
1582007760,5,1,500,海外,0,6
1582007760,3,1,500,电信,12,419
1582007760,5,0,0,小运营商,0,3
1582007760,3,0,4500,海外,0,13
1582007760,3,0,0,小运营商,0,3
1582007820,3,1,500,电信,8,359
1582007820,5,1,500,联通,2,52
1582007820,3,0,0,移动,9,190
1582007820,5,0,2500,小运营商,0,1
1582007820,3,1,2500,海外,2,84
1582007820,5,1,500,电信,2,72
1582007820,3,0,2500,未知,0,3
1582007820,5,1,4500,联通,4,168
1582007820,5,1,500,移动,5,169
1582007820,6,0,2500,移动,0,1
1582007820,5,0,6000,电信,0,19
1582007820,5,1,2500,联通,5,240
1582007820,3,0,6000,海外,0,1
1582007820,5,0,2500,电信,6,55
1582007820,255,0,4294967,电信,0,5
1582007820,5,1,2500,移动,5,319
1582007820,5,0,4500,联通,1,37
1582007820,3,1,2500,未知,0,9
1582007820,3,0,500,小运营商,0,4
1582007820,3,1,2500,小运营商,2,121
1582007820,5,0,500,联通,0,109
1582007820,3,0,6000,移动,4,78
1582007820,5,1,4500,移动,6,266
1582007820,5,1,500,海外,0,6
1582007820,5,1,2500,小运营商,0,26
1582007820,3,0,500,移动,7,70
1582007820,3,1,500,移动,9,572
1582007820,6,1,2500,电信,0,1
1582007820,3,1,6000,电信,21,798
1582007820,3,1,0,联通,0,1
1582007820,5,1,6000,联通,3,56
1582007820,3,0,6000,联通,1,59
1582007820,5,1,4500,电信,6,379
1582007820,3,0,6000,电信,2,116
1582007820,5,1,6000,移动,2,57
1582007820,3,1,4500,移动,37,1761
1582007820,3,0,4500,联通,1,128
1582007820,3,1,6000,教育网,2,3
1582007820,3,1,4500,小运营商,1,133
1582007820,5,0,0,联通,0,26
1582007820,5,1,2500,电信,4,360
1582007820,3,0,6000,小运营商,0,4
1582007820,5,0,500,电信,0,21
1582007820,5,0,6000,移动,0,18
1582007820,255,2,0,移动,0,3
1582007820,3,0,4500,海外,0,12
1582007820,5,1,6000,海外,0,6
1582007820,3,0,2500,小运营商,0,14
1582007820,3,0,500,海外,0,11
1582007820,3,0,2500,电信,29,275
1582007820,3,0,4500,电信,7,220
1582007820,5,0,500,移动,0,31
1582007820,3,1,500,联通,4,207
1582007820,5,0,0,小运营商,0,3
1582007820,5,1,6000,电信,2,94
1582007820,5,1,4500,小运营商,0,24
1582007820,3,0,500,联通,3,54
1582007820,3,1,6000,联通,7,328
1582007820,5,1,0,联通,0,1
1582007820,3,0,0,电信,2,227
1582007820,3,1,500,未知,2,9
1582007820,3,1,500,小运营商,2,24
1582007820,5,1,2500,海外,0,13
1582007820,3,1,2500,移动,55,2164
1582007820,3,1,6000,海外,0,3
1582007820,3,0,4500,移动,5,174
1582007820,3,0,0,小运营商,0,3
1582007820,255,2,0,电信,0,3
1582007820,3,0,2500,海外,1,9
1582007820,3,1,6000,小运营商,1,18
1582007820,3,1,500,海外,2,19
1582007820,5,0,2500,移动,0,45
1582007820,5,1,6000,小运营商,0,13
1582007820,3,1,4500,电信,26,2392
1582007820,5,1,500,小运营商,0,7
1582007820,7,1,0,电信,0,3
1582007820,5,0,4500,移动,0,17
1582007820,5,0,6000,联通,0,23
1582007820,5,0,2500,联通,2,536
1582007820,5,0,4500,电信,0,14
1582007820,3,1,2500,联通,19,925
1582007820,3,0,500,电信,10,89
1582007820,5,1,4500,海外,0,3
1582007820,3,1,6000,移动,19,478
1582007820,3,1,4500,海外,0,32
1582007820,3,1,4500,联通,14,930
1582007820,3,0,4500,小运营商,0,23
1582007820,3,0,2500,移动,19,261
1582007820,6,1,0,电信,0,2
1582007820,3,1,2500,电信,41,1974
1582007820,3,1,0,电信,0,1
1582007820,5,0,0,电信,0,26
1582007820,5,0,0,移动,0,10
1582007820,3,0,0,联通,0,76
1582007820,3,0,2500,联通,23,184
1582007820,255,2,0,联通,0,2
1582007880,5,1,6000,联通,1,46
1582007880,3,1,6000,海外,0,3
1582007880,3,1,500,未知,0,6
1582007880,3,0,4500,电信,3,200
1582007880,3,1,4500,联通,12,893
1582007880,3,0,500,小运营商,0,4
1582007880,3,0,6000,移动,6,74
1582007880,5,1,2500,海外,0,15
1582007880,5,1,4500,小运营商,1,18
1582007880,5,0,2500,联通,5,483
1582007880,3,1,2500,小运营商,5,111
1582007880,5,1,6000,小运营商,0,15
1582007880,3,0,0,联通,0,78
1582007880,3,0,0,电信,0,199
1582007880,3,0,6000,电信,0,114
1582007880,3,1,6000,电信,22,758
1582007880,3,0,4500,小运营商,0,20
1582007880,255,0,4294967,电信,0,1
1582007880,3,1,500,移动,9,535
1582007880,5,0,0,电信,0,24
1582007880,6,1,0,电信,0,1
1582007880,5,0,4500,联通,0,32
1582007880,3,1,500,电信,12,346
1582007880,7,0,2500,电信,0,1
1582007880,3,1,2500,未知,1,11
1582007880,5,1,4500,移动,1,264
1582007880,3,0,6000,小运营商,0,7
1582007880,5,0,500,电信,0,22
1582007880,255,2,0,联通,0,2
1582007880,5,0,2500,海外,0,2
1582007880,5,1,6000,移动,4,58
1582007880,3,0,500,移动,3,68
1582007880,3,1,500,联通,3,194
1582007880,3,0,500,海外,2,8
1582007880,3,0,2500,电信,26,240
1582007880,3,0,0,移动,6,173
1582007880,3,0,2500,海外,2,9
1582007880,3,1,2500,电信,48,1806
1582007880,3,1,2500,联通,16,856
1582007880,3,1,6000,小运营商,0,21
1582007880,5,0,0,联通,0,22
1582007880,3,1,6000,联通,3,309
1582007880,255,2,0,电信,0,3
1582007880,5,1,4500,电信,4,342
1582007880,5,1,4500,海外,0,2
1582007880,3,0,2500,移动,18,235
1582007880,5,1,500,小运营商,0,2
1582007880,5,1,500,海外,0,6
1582007880,255,2,0,移动,0,3
1582007880,5,0,6000,移动,0,12
1582007880,3,0,2500,小运营商,0,14
1582007880,3,1,4500,移动,23,1610
1582007880,5,1,2500,小运营商,0,28
1582007880,5,1,2500,联通,7,221
1582007880,3,1,2500,移动,50,1941
1582007880,5,0,500,联通,0,100
1582007880,3,1,2500,海外,2,91
1582007880,3,0,6000,联通,3,61
1582007880,3,0,2500,联通,25,177
1582007880,3,0,2500,未知,0,3
1582007880,3,1,4500,电信,39,2182
1582007880,5,0,0,移动,0,8
1582007880,3,1,500,海外,0,14
1582007880,3,0,4500,移动,3,160
1582007880,3,0,6000,海外,0,3
1582007880,3,0,4500,联通,0,114
1582007880,5,1,500,电信,5,81
1582007880,3,0,4500,海外,0,11
1582007880,5,1,6000,电信,2,98
1582007880,5,0,6000,电信,0,16
1582007880,255,0,4294967,联通,0,3
1582007880,3,1,6000,移动,11,472
1582007880,5,1,6000,海外,1,3
1582007880,3,1,4500,海外,0,31
1582007880,5,0,4500,电信,0,11
1582007880,5,0,6000,联通,0,18
1582007880,5,1,4500,联通,4,184
1582007880,5,1,2500,移动,6,266
1582007880,3,0,500,电信,7,84
1582007880,5,1,500,移动,5,139
1582007880,5,0,500,移动,2,37
1582007880,3,1,500,小运营商,2,20
1582007880,3,0,500,联通,2,54
1582007880,3,1,4500,小运营商,0,138
1582007880,3,0,0,小运营商,0,3
1582007880,5,1,2500,电信,12,369
1582007880,5,0,2500,电信,5,55
1582007880,5,1,500,联通,0,41
1582007880,5,0,2500,移动,1,37
1582007880,5,0,0,小运营商,0,3
1582007880,5,0,4500,移动,2,22
1582007940,5,0,6000,移动,0,14
1582007940,5,0,4500,联通,0,29
1582007940,3,1,6000,小运营商,1,24
1582007940,5,1,500,电信,3,83
1582007940,3,1,4500,移动,34,1641
1582007940,5,0,500,联通,0,102
1582007940,3,1,2500,未知,0,13
1582007940,3,0,0,电信,1,208
1582007940,3,0,0,联通,1,75
1582007940,255,2,0,移动,0,3
1582007940,5,0,500,电信,0,21
1582007940,5,1,500,海外,0,5
1582007940,3,1,2500,小运营商,0,104
1582007940,5,1,6000,移动,2,63
1582007940,3,1,500,未知,0,6
1582007940,3,1,6000,联通,3,308
1582007940,3,0,6000,海外,0,7
1582007940,3,0,4500,小运营商,2,21
1582007940,5,1,4500,联通,2,202
1582007940,5,1,4500,电信,10,366
1582007940,5,1,500,联通,0,40
1582007940,3,0,2500,移动,17,242
1582007940,3,1,4500,未知,0,1
1582007940,5,1,4500,海外,0,3
1582007940,5,0,0,小运营商,0,3
1582007940,3,1,2500,海外,1,86
1582007940,5,1,6000,小运营商,0,12
1582007940,3,1,2500,移动,58,2094
1582007940,3,1,4500,联通,21,928
1582007940,5,1,6000,海外,0,5
1582007940,3,1,4500,小运营商,0,109
1582007940,3,0,2500,电信,31,263
1582007940,5,0,4500,移动,0,17
1582007940,3,0,6000,移动,1,82
1582007940,3,1,500,电信,8,360
1582007940,3,0,500,联通,3,57
1582007940,3,0,6000,小运营商,0,8
1582007940,3,0,2500,联通,18,183
1582007940,3,1,4500,海外,1,23
1582007940,3,0,2500,小运营商,1,10
1582007940,3,0,6000,联通,2,59
1582007940,5,0,0,联通,0,25
1582007940,3,1,500,联通,5,214
1582007940,5,1,4500,移动,8,267
1582007940,3,0,6000,电信,3,115
1582007940,5,1,6000,联通,1,54
1582007940,5,0,0,电信,0,25
1582007940,3,0,4500,电信,1,214
1582007940,3,1,500,移动,12,572
1582007940,255,0,4294967,移动,0,1
1582007940,5,1,4500,小运营商,1,18
1582007940,3,0,500,海外,1,7
1582007940,5,0,500,移动,4,33
1582007940,5,1,6000,电信,2,110
1582007940,5,0,2500,海外,0,3
1582007940,6,1,0,电信,0,1
1582007940,3,0,4500,联通,0,114
1582007940,5,1,2500,移动,12,286
1582007940,5,1,2500,联通,9,215
1582007940,3,0,0,移动,12,188
1582007940,255,2,0,联通,0,2
1582007940,3,0,500,小运营商,0,3
1582007940,3,0,500,移动,4,75
1582007940,5,0,2500,移动,2,42
1582007940,3,1,6000,电信,19,782
1582007940,3,0,4500,移动,8,163
1582007940,5,0,0,移动,0,7
1582007940,5,1,2500,海外,0,14
1582007940,3,0,2500,未知,0,3
1582007940,3,0,500,电信,7,89
1582007940,6,0,500,联通,0,1
1582007940,7,1,0,联通,0,1
1582007940,255,2,0,电信,0,3
1582007940,5,1,500,移动,12,154
1582007940,3,0,2500,海外,0,9
1582007940,3,1,500,海外,0,13
1582007940,5,1,2500,小运营商,1,31
1582007940,3,1,6000,移动,13,503
1582007940,5,0,6000,联通,0,23
1582007940,5,0,4500,电信,1,11
1582007940,3,0,4500,海外,1,9
1582007940,5,0,6000,电信,0,15
1582007940,5,1,2500,电信,13,401
1582007940,3,0,0,小运营商,0,3
1582007940,5,0,2500,联通,9,531
1582007940,5,0,2500,电信,7,59
1582007940,3,1,2500,电信,51,2014
1582007940,3,1,2500,联通,17,944
1582007940,3,1,4500,电信,42,2203
1582007940,3,1,500,小运营商,0,26
1582008000,5,0,6000,电信,0,1
1582008000,5,1,500,移动,0,3
1582008000,5,0,500,联通,0,2
1582008000,3,0,4500,联通,0,1
1582008000,3,0,0,联通,0,1
1582008000,5,1,6000,移动,1,1
1582008000,3,0,2500,联通,3,4
1582008000,3,0,6000,联通,0,1
1582008000,3,0,4500,移动,1,4
1582008000,3,1,6000,移动,0,7
1582008000,5,1,500,联通,0,3
1582008000,3,0,500,电信,0,2
1582008000,5,1,6000,电信,0,3
1582008000,5,1,4500,电信,0,4
1582008000,5,1,4500,小运营商,0,2
1582008000,5,1,4500,联通,0,1
1582008000,5,1,2500,电信,0,9
1582008000,5,1,4500,移动,0,3
1582008000,3,0,500,联通,0,1
1582008000,3,1,4500,电信,1,37
1582008000,3,1,4500,海外,0,1
1582008000,3,0,6000,移动,0,2
1582008000,3,0,2500,移动,0,2
1582008000,5,1,2500,移动,0,5
1582008000,3,1,2500,小运营商,0,3
1582008000,3,1,500,小运营商,0,1
1582008000,3,1,500,电信,0,5
1582008000,3,1,500,移动,0,14
1582008000,3,0,6000,电信,0,1
1582008000,3,0,2500,海外,0,1
1582008000,3,0,0,移动,0,1
1582008000,3,0,2500,电信,1,5
1582008000,3,1,4500,联通,0,15
1582008000,5,1,6000,联通,0,1
1582008000,3,1,2500,移动,2,34
1582008000,3,0,500,移动,0,2
1582008000,3,1,6000,电信,1,10
1582008000,3,0,4500,电信,0,3
1582008000,3,1,2500,联通,1,18
1582008000,5,1,2500,小运营商,0,1
1582008000,3,1,500,联通,0,4
1582008000,3,0,0,电信,0,5
1582008000,3,1,6000,联通,0,5
1582008000,3,1,4500,移动,2,31
1582008000,5,1,2500,联通,0,3
1582008000,3,1,2500,海外,0,2
1582008000,3,1,2500,电信,2,39
1582008000,5,0,2500,联通,0,5
