min,cdn,bitrate,p2p,device,isp,platform,gameid,value,cnt
1581772020,3,500,0,C2,广电网,pc_exe_template,3203,1,3
1581772140,5,2500,1,C1,tm.com.my,pc_exe_template,3203,0,5
1581772200,5,0,0,C1,联通,pc_exe_template,3203,0,15
1581772200,7,500,1,C1,*,pc_exe_template,3203,0,1
1581772320,7,2500,1,C3,电信,pc_exe_template,3203,11,409
1581771840,3,2500,1,C1,广东广电/联通,pc_exe_template,3203,0,4
1581771900,7,2500,1,C1,联通/电信,pc_exe_template,3203,1,2
1581772380,3,4500,0,C1,移动,pc_exe_template,3203,2,11
1581771420,7,8000,0,C3,联通,pc_exe_template,3203,1,3
1581771240,3,0,0,C2,联通,pc_exe_template,3203,0,13
1581771300,7,4500,1,C5,移动,pc_exe_template,3203,0,6
1581771540,3,8000,1,C1,移动,pc_exe_template,3203,0,34
1581771840,5,2500,1,C5,联通,pc_exe_template,3203,2,6
1581771840,7,500,0,C1,tm.com.my,pc_exe_template,3203,0,1
1581772020,3,2500,1,C1,鹏博士/电信,pc_exe_template,3203,0,3
1581772140,7,500,1,C3,fetnet.net,pc_exe_template,3203,0,5
1581771300,3,2500,0,C2,电信,pc_exe_template,3203,8,58
1581771720,5,2500,1,C3,湖北广电,pc_exe_template,3203,0,6
1581771780,3,4500,1,C1,联通,pc_exe_template,3203,0,69
1581771780,5,500,1,C3,移动,pc_exe_template,3203,0,16
1581771900,7,2500,0,C2,浙江华数/联通,pc_exe_template,3203,0,10
1581771900,7,4500,1,C3,*,pc_exe_template,3203,0,2
1581772260,5,4500,1,C8,联通,pc_exe_template,3203,0,1
1581772320,7,2500,1,C1,湖南有线/联通,pc_exe_template,3203,0,1
1581771600,5,8000,1,C1,电信,pc_exe_template,3203,1,38
1581771660,3,0,0,C2,移动,pc_exe_template,3203,0,73
1581771660,7,2500,1,C1,广西广电/联通,pc_exe_template,3203,2,12
1581771960,7,0,0,C2,陕西广电/联通/电信,pc_exe_template,3203,0,6
1581771960,7,4500,1,C1,广东广电/联通,pc_exe_template,3203,1,5
1581772080,7,8000,1,C8,电信,pc_exe_template,3203,0,40
1581771480,7,8000,0,C7,电信,pc_exe_template,3203,0,3
1581771900,5,8000,1,C1,电信,pc_exe_template,3203,1,35
1581771960,3,0,0,C2,移动,pc_exe_template,3203,0,74
1581771960,7,2500,1,C1,广西广电/联通,pc_exe_template,3203,0,10
1581772200,5,4500,1,C5,电信,pc_exe_template,3203,0,3
1581772380,7,8000,1,C8,电信,pc_exe_template,3203,0,37
1581771780,5,4500,1,C3,hkbn.com.hk,pc_exe_template,3203,0,3
1581771900,7,2500,0,C1,湖北广电,pc_exe_template,3203,0,1
1581771960,7,500,0,C1,移动,pc_exe_template,3203,1,5
1581772260,7,4500,1,C3,广东广电/联通,pc_exe_template,3203,0,1
1581772320,5,2500,0,C2,鹏博士/电信,pc_exe_template,3203,0,3
1581771720,7,8000,1,C1,*,pc_exe_template,3203,0,3
1581772320,5,8000,0,C2,移动,pc_exe_template,3203,0,3
1581772380,7,2500,0,C1,湖北广电,pc_exe_template,3203,0,12
1581771360,3,500,0,C1,移动,pc_exe_template,3203,0,4
1581771900,7,8000,0,C6,*,pc_exe_template,3203,0,2
1581772260,5,500,1,C1,电信/联通,pc_exe_template,3203,0,3
1581771480,7,2500,1,C1,鹏博士/电信,pc_exe_template,3203,0,6
1581771600,7,2500,0,C3,鹏博士,pc_exe_template,3203,0,3
1581772020,7,2500,0,C3,电信,pc_exe_template,3203,1,3
1581771240,3,4500,0,C2,移动,pc_exe_template,3203,0,13
1581771240,5,2500,0,C2,联通,pc_exe_template,3203,0,25
1581772080,7,2500,0,C2,广电网,pc_exe_template,3203,0,2
1581772140,5,0,0,C2,广电网/联通,pc_exe_template,3203,0,3
1581772320,5,500,1,C1,电信,pc_exe_template,3203,1,49
1581772380,7,500,1,C8,鹏博士,pc_exe_template,3203,0,3
1581771540,7,500,0,C1,联通,pc_exe_template,3203,0,12
1581771960,5,8000,0,C6,移动,pc_exe_template,3203,0,5
1581772020,5,4500,0,C8,移动,pc_exe_template,3203,0,2
1581771540,7,500,1,C8,电信,pc_exe_template,3203,0,64
1581771660,7,2500,0,C1,广西广电/联通,pc_exe_template,3203,0,3
1581771900,7,2500,0,C6,鹏博士,pc_exe_template,3203,0,2
1581772080,7,8000,0,C8,电信,pc_exe_template,3203,0,4
1581772200,3,8000,1,C5,浙江华数/联通,pc_exe_template,3203,0,3
1581772200,5,500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581772260,5,4500,1,C3,移动,pc_exe_template,3203,1,67
1581772260,7,2500,1,C3,联通,pc_exe_template,3203,3,146
1581772320,7,2500,0,C6,电信,pc_exe_template,3203,0,19
1581771420,3,2500,1,C1,湖北广电,pc_exe_template,3203,1,17
1581771420,7,2500,0,C6,广电网,pc_exe_template,3203,0,3
1581771480,3,500,1,C1,移动,pc_exe_template,3203,1,52
1581771480,7,8000,0,C1,移动,pc_exe_template,3203,0,3
1581771960,5,500,1,C8,移动,pc_exe_template,3203,0,2
1581772320,5,4500,1,C3,联通,pc_exe_template,3203,4,32
1581772380,5,4500,0,C6,电信,pc_exe_template,3203,0,6
1581771840,5,4500,0,C1,移动,pc_exe_template,3203,0,4
1581771840,7,2500,0,C1,联通,pc_exe_template,3203,16,25
1581772260,7,8000,0,C6,移动,pc_exe_template,3203,0,116
1581772320,7,4500,0,C8,移动,pc_exe_template,3203,0,14
1581772380,3,2500,0,C1,联通,pc_exe_template,3203,0,21
1581772380,7,8000,0,C7,电信,pc_exe_template,3203,0,3
1581771660,7,500,0,C2,鹏博士,pc_exe_template,3203,0,3
1581771840,5,0,0,C1,移动,pc_exe_template,3203,0,3
1581772080,5,2500,1,C3,歌华有线/电信/铁通,pc_exe_template,3203,0,1
1581772080,7,500,0,C2,电信,pc_exe_template,3203,11,117
1581772200,7,500,0,C5,电信,pc_exe_template,3203,0,3
1581772260,7,2500,1,C1,电信/联通/移动/教育网,pc_exe_template,3203,2,6
1581771300,5,2500,1,C3,浙江华数/联通,pc_exe_template,3203,0,1
1581771660,7,0,0,C1,移动,pc_exe_template,3203,0,6
1581771720,3,2500,1,C8,gigalinkhk.com,pc_exe_template,3203,0,3
1581771480,3,8000,0,C7,联通,pc_exe_template,3203,0,3
1581771600,7,2500,1,C1,天威视讯/联通,pc_exe_template,3203,0,6
1581771840,7,8000,1,C8,联通,pc_exe_template,3203,0,18
1581772200,7,4500,0,C1,联通,pc_exe_template,3203,0,8
1581772200,7,8000,1,C1,广电网,pc_exe_template,3203,0,3
1581772380,5,500,1,C3,singtel.com,pc_exe_template,3203,0,4
1581771420,3,8000,0,C6,电信,pc_exe_template,3203,0,5
1581771840,7,4500,1,C1,广电网/电信,pc_exe_template,3203,0,9
1581771360,5,500,0,C3,联通,pc_exe_template,3203,0,16
1581771720,7,8000,0,C7,联通,pc_exe_template,3203,0,3
1581772260,3,8000,0,C7,联通,pc_exe_template,3203,0,3
1581772380,7,2500,1,C1,天威视讯/联通,pc_exe_template,3203,0,4
1581771300,5,500,0,C1,移动,pc_exe_template,3203,0,23
1581771600,7,4500,1,C1,鹏博士/联通,pc_exe_template,3203,0,3
1581772260,7,-1,0,C2,移动,pc_exe_template,3203,0,2
1581772320,5,4500,1,C1,广电网/电信,pc_exe_template,3203,0,2
1581771480,3,500,1,C1,电信,pc_exe_template,3203,0,19
1581771780,3,2500,0,C6,陕西广电/联通/电信,pc_exe_template,3203,0,1
1581772080,7,500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581772140,7,2500,0,C5,移动,pc_exe_template,3203,0,1
1581772140,7,4500,1,C3,移动,pc_exe_template,3203,8,205
1581772320,7,500,0,C2,联通/电信/铁通,pc_exe_template,3203,0,3
1581771300,5,8000,1,C8,kbro.com.tw,pc_exe_template,3203,0,2
1581771300,7,8000,1,C8,联通,pc_exe_template,3203,0,16
1581772200,3,2500,0,C3,移动,pc_exe_template,3203,0,6
1581771240,7,4500,1,C1,鹏博士/电信,pc_exe_template,3203,0,6
1581771300,5,8000,1,C1,联通,pc_exe_template,3203,0,14
1581771780,5,8000,1,C8,kbro.com.tw,pc_exe_template,3203,0,2
1581771780,7,4500,0,C3,电信,pc_exe_template,3203,0,1
1581771780,7,8000,1,C8,联通,pc_exe_template,3203,0,15
1581772140,7,2500,0,C3,移动,pc_exe_template,3203,0,4
1581772140,7,8000,1,C1,广电网,pc_exe_template,3203,0,3
1581771480,7,4500,0,C6,广电网/电信,pc_exe_template,3203,0,3
1581771480,7,500,0,C8,电信,pc_exe_template,3203,0,7
1581771660,5,2500,1,C3,广东广电/联通,pc_exe_template,3203,2,9
1581771660,7,2500,1,C1,鹏博士/联通,pc_exe_template,3203,0,3
1581771960,7,-1,0,C2,电信,pc_exe_template,3203,0,1
1581772140,7,4500,1,C1,鹏博士/科技网,pc_exe_template,3203,0,3
1581772200,7,2500,0,C3,联通,pc_exe_template,3203,0,1
1581772260,7,4500,1,C1,东方有线/电信/联通/移动,pc_exe_template,3203,0,3
1581771300,3,500,0,C1,联通,pc_exe_template,3203,0,4
1581771480,7,2500,0,C6,广东广电/联通,pc_exe_template,3203,0,3
1581771900,7,500,1,C1,方正宽带/电信,pc_exe_template,3203,0,4
1581772020,3,2500,0,C6,广东广电/联通,pc_exe_template,3203,0,3
1581771300,7,2500,0,C8,电信,pc_exe_template,3203,0,8
1581771600,7,4500,1,C8,珠江宽频/联通,pc_exe_template,3203,0,3
1581771660,7,4500,0,C6,移动,pc_exe_template,3203,0,73
1581772140,7,2500,0,C7,移动,pc_exe_template,3203,0,3
1581772200,3,4500,0,C6,移动,pc_exe_template,3203,0,5
1581772320,3,4500,0,C7,电信,pc_exe_template,3203,0,3
1581771780,7,8000,1,C8,浙江华数/联通,pc_exe_template,3203,0,3
1581772020,5,0,0,C2,电信,pc_exe_template,3203,3,38
1581771360,7,-1,0,C2,移动,pc_exe_template,3203,0,3
1581771480,7,2500,1,C8,阿里云,pc_exe_template,3203,0,3
1581771780,5,4500,0,C1,歌华有线/电信/铁通,pc_exe_template,3203,0,3
1581771900,3,-1,0,C2,移动,pc_exe_template,3203,0,1
1581772080,5,8000,0,C2,电信,pc_exe_template,3203,0,3
1581772140,7,2500,1,C5,*,pc_exe_template,3203,0,3
1581772200,7,500,0,C1,bite.lt,pc_exe_template,3203,0,3
1581772200,7,500,0,C1,电信,pc_exe_template,3203,0,15
1581771540,5,500,1,C1,电信,pc_exe_template,3203,3,47
1581771600,7,500,1,C8,鹏博士,pc_exe_template,3203,0,3
1581772020,7,2500,1,C1,*,pc_exe_template,3203,0,24
1581772020,7,500,1,C8,电信,pc_exe_template,3203,0,60
1581772260,5,4500,0,C2,电信,pc_exe_template,3203,0,23
1581771720,7,500,1,C5,移动,pc_exe_template,3203,0,6
1581771780,5,8000,1,C8,cloudinnovation.org,pc_exe_template,3203,0,3
1581772020,5,2500,1,C1,广电网/联通,pc_exe_template,3203,0,6
1581772140,7,8000,0,C2,移动,pc_exe_template,3203,0,2
1581772260,7,2500,0,C1,移动,pc_exe_template,3203,12,62
1581771420,7,2500,0,C2,移动/铁通,pc_exe_template,3203,0,3
1581772020,3,2500,1,C3,广电网/联通,pc_exe_template,3203,0,4
1581772200,7,2500,0,C3,湖北广电,pc_exe_template,3203,0,3
1581772200,7,2500,1,C1,鹏博士/科技网,pc_exe_template,3203,0,6
1581772260,7,500,0,C3,移动,pc_exe_template,3203,0,2
1581772260,7,500,0,C8,fpt.vn,pc_exe_template,3203,1,3
1581772320,7,2500,1,C1,东方有线/电信/联通/移动,pc_exe_template,3203,0,2
1581771420,3,8000,0,C7,移动,pc_exe_template,3203,0,6
1581771540,7,0,0,C2,浙江华数/联通,pc_exe_template,3203,0,2
1581771600,7,2500,1,C1,广东广电/联通,pc_exe_template,3203,2,13
1581771780,3,8000,1,C1,湖北广电,pc_exe_template,3203,0,3
1581771780,7,500,1,C1,鹏博士/电信,pc_exe_template,3203,0,3
1581771780,7,8000,0,C6,广电网,pc_exe_template,3203,0,4
1581772140,3,2500,1,C1,广东广电/联通,pc_exe_template,3203,0,6
1581772140,7,4500,0,C1,移动,pc_exe_template,3203,0,12
1581771240,7,4500,1,C8,电信,pc_exe_template,3203,1,370
1581771360,3,4500,1,C8,鹏博士,pc_exe_template,3203,0,4
1581771600,7,2500,1,C8,移动,pc_exe_template,3203,3,107
1581771780,3,4500,1,C8,电信,pc_exe_template,3203,0,3
1581771900,5,4500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581771960,5,2500,1,C1,陕西广电/联通/电信,pc_exe_template,3203,0,3
1581772140,3,2500,1,C8,移动,pc_exe_template,3203,0,5
1581772440,7,2500,1,C8,陕西广电/联通/电信,pc_exe_template,3203,0,1
1581771660,7,8000,1,C1,电信,pc_exe_template,3203,8,190
1581771720,5,0,0,C2,移动,pc_exe_template,3203,0,30
1581771780,3,8000,1,C1,鹏博士,pc_exe_template,3203,0,3
1581771960,7,4500,1,C5,电信,pc_exe_template,3203,0,11
1581772200,3,8000,1,C1,电信,pc_exe_template,3203,0,27
1581772260,5,2500,1,C1,广西广电/联通,pc_exe_template,3203,0,3
1581772260,8,0,1,C5,移动,pc_exe_template,3203,0,1
1581772320,7,2500,1,C5,移动,pc_exe_template,3203,3,105
1581771420,7,8000,1,C1,鹏博士,pc_exe_template,3203,0,3
1581771660,5,500,0,C3,联通,pc_exe_template,3203,0,33
1581771780,7,500,1,C1,zain.com,pc_exe_template,3203,0,2
1581771840,7,8000,1,C1,电信,pc_exe_template,3203,6,184
1581772020,7,8000,0,C7,联通,pc_exe_template,3203,0,3
1581771240,7,500,1,C8,鹏博士,pc_exe_template,3203,0,3
1581771660,7,500,1,C8,电信,pc_exe_template,3203,0,68
1581771780,7,2500,0,C1,广西广电/联通,pc_exe_template,3203,1,3
1581772200,7,8000,0,C8,电信,pc_exe_template,3203,0,1
1581772320,5,500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581772380,5,4500,1,C3,移动,pc_exe_template,3203,1,59
1581772380,7,2500,1,C3,联通,pc_exe_template,3203,12,161
1581771420,3,4500,1,C1,湖北广电,pc_exe_template,3203,3,6
1581771480,5,500,1,C1,联通,pc_exe_template,3203,0,38
1581771960,7,500,1,C8,联通,pc_exe_template,3203,0,36
1581772320,7,4500,1,C8,黑龙江广电,pc_exe_template,3203,0,2
1581772320,7,500,1,C1,广电网,pc_exe_template,3203,0,3
1581771540,7,2500,1,C8,skbroadband.com,pc_exe_template,3203,0,3
1581771900,3,4500,1,C1,湖北广电,pc_exe_template,3203,3,7
1581771900,7,4500,1,C5,歌华有线/铁通,pc_exe_template,3203,0,2
1581771960,5,500,1,C1,联通,pc_exe_template,3203,0,27
1581772020,7,2500,1,C3,tm.com.my,pc_exe_template,3203,0,1
1581772080,7,2500,1,C3,*,pc_exe_template,3203,0,5
1581771360,7,2500,1,C3,移动,pc_exe_template,3203,8,343
1581771360,7,4500,0,C6,cloudinnovation.org,pc_exe_template,3203,0,2
1581771420,5,4500,0,C2,湖北广电,pc_exe_template,3203,0,1
1581771480,7,500,0,C2,联通,pc_exe_template,3203,4,76
1581771540,3,4500,1,C3,电信,pc_exe_template,3203,2,52
1581771540,7,8000,0,C6,方正宽带/电信,pc_exe_template,3203,0,2
1581771600,7,500,0,C5,联通,pc_exe_template,3203,0,3
1581771720,3,500,1,C8,湖北广电,pc_exe_template,3203,0,3
1581771840,7,4500,1,C3,starhub.com,pc_exe_template,3203,0,1
1581771900,3,2500,1,C3,移动,pc_exe_template,3203,2,46
1581772020,7,2500,1,C3,kt.com,pc_exe_template,3203,0,1
1581772020,7,500,0,C6,移动,pc_exe_template,3203,0,2
1581772140,7,4500,1,C3,浙江华数/联通,pc_exe_template,3203,0,9
1581771420,5,8000,1,C3,移动,pc_exe_template,3203,0,1
1581771660,5,500,0,C1,联通,pc_exe_template,3203,2,98
1581772140,7,500,0,C8,联通,pc_exe_template,3203,0,3
1581771420,7,2500,1,C1,maxis.com.my,pc_exe_template,3203,0,3
1581771660,5,8000,1,C3,电信,pc_exe_template,3203,1,5
1581771660,7,2500,0,C1,湖北广电,pc_exe_template,3203,0,16
1581771720,7,500,0,C1,移动,pc_exe_template,3203,2,27
1581772260,3,500,0,C1,移动,pc_exe_template,3203,0,3
1581771240,7,2500,0,C6,鹏博士/电信,pc_exe_template,3203,0,3
1581771300,3,8000,0,C6,移动,pc_exe_template,3203,0,7
1581771420,3,8000,0,C7,电信,pc_exe_template,3203,0,12
1581771480,7,2500,1,C1,m1.com.sg,pc_exe_template,3203,0,2
1581771480,7,2500,1,C1,方正宽带/电信,pc_exe_template,3203,0,2
1581771960,7,500,1,C5,移动,pc_exe_template,3203,0,6
1581772020,5,8000,1,C8,cloudinnovation.org,pc_exe_template,3203,0,3
1581772140,7,4500,0,C1,电信,pc_exe_template,3203,0,16
1581772260,5,2500,1,C1,广电网/联通,pc_exe_template,3203,0,9
1581771420,5,4500,1,C1,移动,pc_exe_template,3203,2,230
1581771420,7,2500,1,C1,联通,pc_exe_template,3203,34,824
1581771420,7,8000,1,C5,联通,pc_exe_template,3203,0,8
1581771480,7,500,0,C2,湖北广电,pc_exe_template,3203,0,5
1581771600,5,500,1,C3,电信,pc_exe_template,3203,0,5
1581771840,7,8000,1,C6,移动,pc_exe_template,3203,0,3
1581771900,7,4500,1,C8,移动,pc_exe_template,3203,0,160
1581771960,3,2500,1,C1,联通,pc_exe_template,3203,8,90
1581771600,7,500,0,C6,联通,pc_exe_template,3203,0,5
1581772320,7,4500,1,C3,鹏博士,pc_exe_template,3203,0,8
1581772440,5,500,1,C1,湖北广电,pc_exe_template,3203,0,1
1581771480,3,4500,0,C1,移动,pc_exe_template,3203,0,3
1581771480,5,2500,0,C1,联通,pc_exe_template,3203,2,361
1581771900,5,8000,0,C6,移动,pc_exe_template,3203,0,4
1581771900,7,0,0,C2,湖北广电,pc_exe_template,3203,0,6
1581771960,5,4500,0,C8,移动,pc_exe_template,3203,0,2
1581771960,7,2500,0,C1,湖北广电,pc_exe_template,3203,0,5
1581772020,7,500,0,C1,移动,pc_exe_template,3203,0,4
1581772380,5,2500,0,C2,鹏博士/电信,pc_exe_template,3203,0,2
1581771600,7,500,1,C8,联通,pc_exe_template,3203,0,33
1581771960,7,4500,1,C8,黑龙江广电,pc_exe_template,3203,0,3
1581772260,7,2500,1,C3,twcc.com,pc_exe_template,3203,0,1
1581772380,5,4500,0,C6,移动,pc_exe_template,3203,0,6
1581772380,7,2500,0,C6,联通,pc_exe_template,3203,3,20
1581771300,7,4500,1,C1,黑龙江广电,pc_exe_template,3203,0,3
1581771600,5,2500,1,C3,*,pc_exe_template,3203,0,2
1581771720,7,2500,1,C3,smartone.com,pc_exe_template,3203,1,2
1581771960,3,2500,1,C8,联通,pc_exe_template,3203,0,5
1581771540,5,500,1,C1,电信/联通,pc_exe_template,3203,0,3
1581771780,7,8000,0,C2,电信,pc_exe_template,3203,0,13
1581772320,3,8000,0,C2,电信,pc_exe_template,3203,0,9
1581772440,5,500,0,C1,电信,pc_exe_template,3203,0,1
1581771420,3,8000,0,C6,移动,pc_exe_template,3203,0,6
1581771600,7,2500,1,C1,m1.com.sg,pc_exe_template,3203,0,1
1581772080,7,500,1,C5,移动,pc_exe_template,3203,0,6
1581772140,5,8000,1,C8,cloudinnovation.org,pc_exe_template,3203,0,3
1581772380,5,2500,1,C1,广电网/联通,pc_exe_template,3203,0,4
1581771360,7,2500,0,C1,移动,pc_exe_template,3203,10,116
1581771540,3,4500,0,C1,电信,pc_exe_template,3203,0,3
1581771840,7,4500,1,C3,鹏博士/电信,pc_exe_template,3203,0,1
1581771900,3,2500,0,C1,移动,pc_exe_template,3203,0,9
1581771900,5,8000,1,C3,联通,pc_exe_template,3203,0,3
1581772200,7,2500,1,C5,鹏博士,pc_exe_template,3203,0,12
1581772380,3,4500,1,C3,鹏博士/电信,pc_exe_template,3203,0,8
1581771780,5,2500,0,C1,电信,pc_exe_template,3203,0,8
1581771840,3,500,1,C1,广东广电/联通,pc_exe_template,3203,0,1
1581772140,5,8000,1,C3,移动,pc_exe_template,3203,0,3
1581772260,7,2500,0,C8,电信,pc_exe_template,3203,0,3
1581771600,7,8000,0,C6,*,pc_exe_template,3203,0,2
1581771660,7,2500,0,C3,移动,pc_exe_template,3203,0,11
1581772020,7,4500,1,C3,教育网,pc_exe_template,3203,0,3
1581772020,7,2500,1,C1,广电网/联通,pc_exe_template,3203,3,11
1581772140,7,2500,1,C8,广西广电/联通,pc_exe_template,3203,0,3
1581772260,3,2500,1,C5,移动,pc_exe_template,3203,0,6
1581771540,3,4500,1,C1,广电网,pc_exe_template,3203,0,3
1581771600,7,2500,1,C8,hgc.com.hk,pc_exe_template,3203,0,2
1581771780,7,500,1,C1,tm.com.my,pc_exe_template,3203,0,5
1581772320,5,4500,1,C1,移动,pc_exe_template,3203,8,323
1581772320,7,2500,1,C1,联通,pc_exe_template,3203,38,1010
1581772380,5,2500,0,C2,湖北广电,pc_exe_template,3203,1,3
1581771960,5,4500,1,C3,鹏博士,pc_exe_template,3203,2,3
1581772080,3,500,1,C1,湖北广电,pc_exe_template,3203,0,3
1581772080,7,500,0,C6,广电网,pc_exe_template,3203,0,5
1581772260,3,4500,1,C1,*,pc_exe_template,3203,0,3
1581772320,5,4500,0,C2,移动,pc_exe_template,3203,0,17
1581772320,7,2500,0,C2,联通,pc_exe_template,3203,5,104
1581771300,3,2500,1,C8,黑龙江广电,pc_exe_template,3203,0,3
1581771720,3,8000,1,C5,电信,pc_exe_template,3203,0,9
1581771840,5,2500,1,C3,湖南有线/联通,pc_exe_template,3203,0,1
1581771960,3,500,1,C1,digi.com.my,pc_exe_template,3203,0,3
1581772140,7,2500,1,C1,spirit.com.au,pc_exe_template,3203,0,1
1581772320,7,8000,1,C5,浙江华数/联通,pc_exe_template,3203,0,3
1581771480,5,4500,1,C1,鹏博士,pc_exe_template,3203,0,6
1581771900,5,4500,1,C1,电信,pc_exe_template,3203,6,218
1581771960,7,4500,1,C8,鹏博士,pc_exe_template,3203,0,14
1581772260,5,2500,1,C1,移动,pc_exe_template,3203,11,391
1581772380,7,4500,1,C8,电信,pc_exe_template,3203,1,341
1581771780,7,2500,1,C5,*,pc_exe_template,3203,0,3
1581772380,3,500,0,C1,电信,pc_exe_template,3203,1,3
1581772380,7,500,1,C1,vodafone.com.au,pc_exe_template,3203,0,1
1581771240,7,2500,1,C3,广东广电/联通,pc_exe_template,3203,0,4
1581771720,7,4500,1,C8,cht.com.tw,pc_exe_template,3203,0,2
1581771780,3,2500,1,C3,广东广电/联通,pc_exe_template,3203,0,3
1581771780,7,4500,0,C3,移动,pc_exe_template,3203,0,1
1581772320,3,4500,0,C3,移动,pc_exe_template,3203,2,6
1581772320,5,2500,0,C3,联通,pc_exe_template,3203,3,152
1581771540,7,4500,0,C1,珠江宽频/联通,pc_exe_template,3203,0,3
1581771660,7,500,0,C6,湖北广电,pc_exe_template,3203,0,2
1581771540,3,2500,1,C8,黑龙江广电,pc_exe_template,3203,0,3
1581771960,5,500,1,C1,电信,pc_exe_template,3203,0,42
1581772020,7,500,1,C8,鹏博士,pc_exe_template,3203,0,3
1581772440,7,500,1,C8,电信,pc_exe_template,3203,0,1
1581771240,3,2500,0,C1,电信,pc_exe_template,3203,1,3
1581771600,3,8000,1,C3,移动,pc_exe_template,3203,2,3
1581771840,7,2500,0,C1,浙江华数/联通,pc_exe_template,3203,1,1
1581771960,7,8000,1,C3,黑龙江广电,pc_exe_template,3203,1,1
1581771300,7,500,1,C3,移动,pc_exe_template,3203,0,97
1581771300,7,500,1,C8,fpt.vn,pc_exe_template,3203,0,1
1581771420,5,500,0,C2,联通,pc_exe_template,3203,0,6
1581771840,7,8000,0,C3,移动,pc_exe_template,3203,0,3
1581771900,7,500,0,C6,湖北广电,pc_exe_template,3203,0,2
1581771660,7,8000,1,C1,*,pc_exe_template,3203,0,3
1581771720,5,-1,0,C2,联通,pc_exe_template,3203,0,1
1581772260,5,8000,0,C2,移动,pc_exe_template,3203,0,3
1581772320,7,2500,0,C1,湖北广电,pc_exe_template,3203,0,15
1581772380,7,500,0,C1,移动,pc_exe_template,3203,1,17
1581771240,7,2500,1,C5,鹏博士/电信,pc_exe_template,3203,0,3
1581771300,3,2500,1,C1,移动,pc_exe_template,3203,10,133
1581771420,5,4500,1,C8,电信,pc_exe_template,3203,0,2
1581771540,7,4500,1,C1,浙江华数/联通,pc_exe_template,3203,1,25
1581771600,7,2500,1,C1,陕西广电/联通/电信,pc_exe_template,3203,0,6
1581771780,7,4500,0,C2,联通/电信/铁通,pc_exe_template,3203,0,1
1581772080,3,4500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581771300,7,500,0,C8,tm.com.my,pc_exe_template,3203,0,3
1581771360,3,4500,0,C1,移动,pc_exe_template,3203,3,3
1581771360,5,2500,0,C1,联通,pc_exe_template,3203,2,346
1581771780,7,0,0,C2,湖北广电,pc_exe_template,3203,0,6
1581771900,5,8000,0,C7,电信,pc_exe_template,3203,0,3
1581772080,7,4500,1,C5,电信,pc_exe_template,3203,0,15
1581772320,3,8000,1,C1,电信,pc_exe_template,3203,1,35
1581772380,5,2500,1,C1,广西广电/联通,pc_exe_template,3203,0,3
1581772440,7,2500,1,C5,移动,pc_exe_template,3203,0,1
1581771600,5,2500,1,C5,电信,pc_exe_template,3203,0,18
1581771600,7,0,0,C2,浙江华数/联通,pc_exe_template,3203,0,3
1581771720,3,4500,1,C1,方正宽带/电信,pc_exe_template,3203,0,3
1581772200,3,2500,1,C1,广东广电/联通,pc_exe_template,3203,0,3
1581772260,5,2500,1,C1,fetnet.net,pc_exe_template,3203,0,3
1581771540,5,4500,1,C1,鹏博士,pc_exe_template,3203,0,6
1581772080,5,500,0,C2,电信,pc_exe_template,3203,0,13
1581771420,5,500,0,C3,联通,pc_exe_template,3203,0,19
1581771780,7,8000,0,C7,联通,pc_exe_template,3203,0,3
1581772200,5,8000,1,C1,联通,pc_exe_template,3203,0,15
1581771360,7,8000,0,C2,移动,pc_exe_template,3203,0,9
1581771420,3,500,1,C3,广电网/电信,pc_exe_template,3203,0,2
1581771480,7,2500,0,C1,移动,pc_exe_template,3203,11,119
1581771660,3,4500,0,C1,电信,pc_exe_template,3203,3,6
1581772020,3,2500,0,C1,移动,pc_exe_template,3203,1,12
1581772080,5,8000,0,C6,电信,pc_exe_template,3203,0,5
1581772140,5,4500,0,C8,电信,pc_exe_template,3203,0,1
1581771300,3,2500,1,C1,湖北广电,pc_exe_template,3203,4,15
1581771300,7,2500,0,C6,广电网,pc_exe_template,3203,0,3
1581771360,7,8000,0,C1,移动,pc_exe_template,3203,0,3
1581771480,3,4500,1,C8,电信,pc_exe_template,3203,0,3
1581771840,3,2500,1,C8,移动,pc_exe_template,3203,0,6
1581771840,7,2500,0,C1,鹏博士/电信,pc_exe_template,3203,1,1
1581772200,5,4500,1,C3,联通,pc_exe_template,3203,4,36
1581771720,5,4500,0,C1,移动,pc_exe_template,3203,1,8
1581771720,7,2500,0,C1,联通,pc_exe_template,3203,7,70
1581771840,5,500,1,C1,yes.my,pc_exe_template,3203,0,3
1581771900,5,500,0,C3,电信,pc_exe_template,3203,0,3
1581771960,7,8000,1,C3,鹏博士/联通/移动,pc_exe_template,3203,0,2
1581772260,7,8000,0,C7,电信,pc_exe_template,3203,0,3
1581771780,7,500,1,C8,移动,pc_exe_template,3203,0,41
1581772020,5,4500,0,C2,移动,pc_exe_template,3203,0,20
1581772020,7,2500,0,C2,联通,pc_exe_template,3203,5,73
1581772320,3,500,1,C8,移动,pc_exe_template,3203,0,2
1581771300,7,2500,0,C2,广东广电/联通,pc_exe_template,3203,2,4
